id,object_id,school,type_of_school,region,province,legislative,division,municipality,district,barangay,total_enrollees,total_instructors,color_code,gps_source,count,school_type,color_zone,annual_per_capita_poverty_threshold_2018,poverty_incidence_among_families,population_as_of_may_2020,unemployment_rate_per_region
130332,4612,TALITAY ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,1ST,NORTH COTABATO,PIKIT,PIKIT SOUTH,TALITAY,308,5,RED,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130346,4613,PAMALIAN ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,1ST,NORTH COTABATO,PIKIT,PIKIT NORTH,PAMALIAN,329,2,RED,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130339,4614,KATILACAN PS,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,1ST,NORTH COTABATO,PIKIT,PIKIT WEST,KATILACAN,43,2,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130345,4615,MAPAGKAYA PS,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,1ST,NORTH COTABATO,PIKIT,PIKIT WEST,PAIDUPULANGI,82,1,RED,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130322,4616,FORT PIKIT ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,1ST,NORTH COTABATO,PIKIT,PIKIT SOUTH,FORT PIKIT,453,7,RED,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130380,4617,MABUHAY ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,PRESIDENT ROXAS,PRESIDENT ROXAS SOUTH,MABUHAY,181,4,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130374,4618,GREENHILLS ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,PRESIDENT ROXAS,PRESIDENT ROXAS SOUTH,GREENHILLS,306,5,RED,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130070,4619,BAGUMBAYAN ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MAGPET,MAGPET WEST,BAGUMBAYAN,237,4,RED,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130072,4620,BINAY ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MAGPET,MAGPET WEST,BINAY,192,6,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130080,4621,NOA ES,MOTHER SCHOOL,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MAGPET,MAGPET WEST,NOA,257,7,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130126,4622,BANGBANG ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MATALAM,MATALAM NORTH,BANGBANG,190,6,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130128,4623,EDEN ES,MOTHER SCHOOL,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MATALAM,MATALAM NORTH,TAMPED,242,5,YELLOW,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130129,4624,IMELDA ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MATALAM,MATALAM NORTH,TAGURANAO,142,6,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130130,4625,KINILID ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MATALAM,MATALAM NORTH,LINAO,93,2,YELLOW,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130134,4626,MARVA ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MATALAM,MATALAM NORTH,TAGURANAO,270,6,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130136,4627,NATIPAKAN ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MATALAM,MATALAM NORTH,LATAGAN,146,2,RED,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130137,4628,NEW ALIMODIAN ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MATALAM,MATALAM NORTH,NEW ALIMODIAN,322,10,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130139,4629,PINAMATON ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MATALAM,MATALAM NORTH,PINAMATON,161,6,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130155,4630,LAMPAYAN ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MATALAM,MATALAM CENTRAL,LAMPAYAN,486,11,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130168,4631,NEW TIGBAUAN ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MATALAM,MATALAM CENTRAL,KABULACAN,162,6,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130369,4632,CABANGBANGAN ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,PRESIDENT ROXAS,PRESIDENT ROXAS SOUTH,CABANGBANGAN,179,5,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130373,4633,F. CANAY ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,PRESIDENT ROXAS,PRESIDENT ROXAS SOUTH,POBLACION,246,7,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130372,4634,F. CAJELO ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,PRESIDENT ROXAS,PRESIDENT ROXAS SOUTH,F CAJELO,113,3,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130377,4635,KAMASI ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,PRESIDENT ROXAS,PRESIDENT ROXAS SOUTH,KAMASI,162,7,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130381,4636,MAHAYAG ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,PRESIDENT ROXAS,PRESIDENT ROXAS SOUTH,GREENHILLS,117,4,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130383,4637,PRES. ROXAS CES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,PRESIDENT ROXAS,PRESIDENT ROXAS SOUTH,POBLACION,1135,31,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130388,4638,UPPER IPUAN ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,PRESIDENT ROXAS,PRESIDENT ROXAS SOUTH,POBLACION,99,3,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130238,4639,DUGONG ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MLANG,MLANG CENTRAL,DUGONG,361,12,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130241,4640,LANGKONG ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MLANG,MLANG CENTRAL,LANGKONG,158,7,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130243,4641,SANGAT ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MLANG,MLANG CENTRAL,SANGAT,355,13,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130255,4642,BAGONTAPAY CES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MLANG,MLANG SOUTH,BAGONTAPAY,784,25,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130256,4643,BUAYAN ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MLANG,MLANG SOUTH,BUAYAN,507,16,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130257,4644,GAUNAN ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MLANG,MLANG SOUTH,GAUNAN,255,5,GOLD,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130259,4645,LEPAGA ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MLANG,MLANG SOUTH,LEPAGA,315,5,RED,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130262,4646,PANGCOG ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MLANG,MLANG SOUTH,BUAYAN,108,3,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130232,4647,PEREZ ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MLANG,MLANG EAST,PALMAPEREZ,160,4,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130389,4648,BAGUMBAYAN ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,TULUNAN,TULUNAN NORTH,BAGUMBAYAN,338,10,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130393,4649,LA ESPERANZA ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,TULUNAN,TULUNAN NORTH,LA ESPERANZA,444,18,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130399,4650,TULUNAN CES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,TULUNAN,TULUNAN NORTH,POBLACION,1314,33,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130392,4651,DUNGOS ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,TULUNAN,TULUNAN NORTH,DUNGOS,245,6,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130402,4652,BUAL ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,TULUNAN,TULUNAN SOUTH,BUAL,532,19,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130404,4653,DAMAWATO ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,TULUNAN,TULUNAN SOUTH,DAMAWATO,208,8,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130405,4654,F. CAJELO ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,TULUNAN,TULUNAN SOUTH,F CAJELO,172,7,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130406,4655,GALIDAN ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,TULUNAN,TULUNAN SOUTH,GALIDAN,181,3,RED,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130412,4656,MINAPAN ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,TULUNAN,TULUNAN SOUTH,MINAPAN,379,10,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130414,4657,NEW CULASI ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,TULUNAN,TULUNAN SOUTH,NEW CULASI,249,5,YELLOW,SEDIP,1,1,HOT COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130417,4658,SIBSIB CES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,TULUNAN,TULUNAN SOUTH,SIBSIB,501,17,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130413,4659,NEW BUNAWAN ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,TULUNAN,TULUNAN SOUTH,NEW BUNAWAN,107,4,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130408,4660,LAMPAGANG ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,TULUNAN,TULUNAN SOUTH,LAMPAGANG,193,6,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130397,4661,NEW PANAY (DIMAKANIT) ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,TULUNAN,TULUNAN NORTH,NEW PANAY,236,7,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130227,4662,NEW KALIBO ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MLANG,MLANG EAST,NEW KALIBO,102,5,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130235,4663,DON TOMAS BUENAFLOR ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MLANG,MLANG CENTRAL,TAWAN TAWAN,132,6,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130258,4664,LA FORTUNA ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MLANG,MLANG SOUTH,LA FORTUNA,126,6,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130224,4665,LA SUERTE ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MLANG,MLANG EAST,LA SUERTE,117,6,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130260,4666,NEW BARBAZA ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MLANG,MLANG SOUTH,NEW BARBAZA,168,6,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130261,4667,NEW JANIUAY ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MLANG,MLANG SOUTH,NEW JANIUAY,226,7,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130230,4668,PAG-ASA (INSIDE) ES,MOTHER SCHOOL,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MLANG,MLANG EAST,PAGASA,121,5,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130231,4669,PAG-ASA ANNEX ES,ANNEX OR EXTENSION SCHOOLS,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MLANG,MLANG EAST,PAGASA,127,6,BLUE,SEDIP,1,0,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130228,4670,NEW RIZAL ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,MLANG,MLANG EAST,NEW RIZAL,317,7,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130390,4671,BANAYAL ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,TULUNAN,TULUNAN NORTH,BANAYAL,133,7,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130394,4672,NABUNDASAN ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,TULUNAN,TULUNAN NORTH,NABUNDASAN,93,6,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130398,4673,TUBURAN ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,TULUNAN,TULUNAN NORTH,TUBURAN,161,6,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130395,4674,NEW ALIMODIAN ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,TULUNAN,TULUNAN NORTH,BANAYAL,154,6,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130407,4675,KANIBONG ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,TULUNAN,TULUNAN SOUTH,KANIBONG,339,8,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
130411,4676,MAYBULA ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,2ND,NORTH COTABATO,TULUNAN,TULUNAN SOUTH,MAYBULA,270,7,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
129828,4677,MARABUHAY ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,1ST,NORTH COTABATO,ALAMADA,ALAMADA EAST,BAO,326,3,RED,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
129823,4678,BAO CES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,1ST,NORTH COTABATO,ALAMADA,ALAMADA EAST,BAO,640,24,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
129824,4679,GUILING ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,1ST,NORTH COTABATO,ALAMADA,ALAMADA EAST,GUILING,283,2,RED,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
129933,4680,BUSAON ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,1ST,NORTH COTABATO,BANISILAN,BANISILAN WEST,BUSAON,446,7,RED,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
129938,4681,KIARING CES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,1ST,NORTH COTABATO,BANISILAN,BANISILAN WEST,KIARING,256,7,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
129939,4682,KUDON ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,1ST,NORTH COTABATO,BANISILAN,BANISILAN WEST,SALAMA,152,3,YELLOW,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
129941,4683,MALAGAP ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,1ST,NORTH COTABATO,BANISILAN,BANISILAN WEST,MALAGAP,275,5,GOLD,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
129944,4684,PANTAR ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,1ST,NORTH COTABATO,BANISILAN,BANISILAN SOUTH,PANTAR,253,4,RED,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
129947,4685,PUTING BATO ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,1ST,NORTH COTABATO,BANISILAN,BANISILAN WEST,PUTTING BATO,199,6,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
129951,4686,SALAMA ES,SCHOOL WITH NO ANNEXES,REGION XII,NORTH COTABATO,1ST,NORTH COTABATO,BANISILAN,BANISILAN WEST,SALAMA,595,16,BLUE,SEDIP,1,1,COOL COLOR ZONE,25019.64478,23.56454324,1490618,9.083212237
